examMgmtNo,emOpenSeq,금융기관명,제재조치일,관련부서,기관제재내용,임원제재내용,직원제재내용,첨부파일명,첨부파일URL
201900441,1,주식회사 파스타,20201230,핀테크혁신실,"기관주의, 과태료 140만원 부과",퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900441_01_㈜파스타.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900441_01_%E3%88%9C%ED%8C%8C%EC%8A%A4%ED%83%80.pdf
201900381,1,주식회사 웰스펀딩대부,20201230,핀테크혁신실,"기관주의, 과태료 40만원 부과",주의 1명,첨부파일,201900381_01_㈜웰스펀딩대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900381_01_%E3%88%9C%EC%9B%B0%EC%8A%A4%ED%8E%80%EB%94%A9%EB%8C%80%EB%B6%80.pdf
201900326,1,주식회사 아나리츠캐피탈대부,20201230,핀테크혁신실,"기관주의, 과태료 240만원 부과",주의 1명,첨부파일,201900326_01_㈜아나리츠캐피탈대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900326_01_%E3%88%9C%EC%95%84%EB%82%98%EB%A6%AC%EC%B8%A0%EC%BA%90%ED%94%BC%ED%83%88%EB%8C%80%EB%B6%80.pdf
201900464,1,주식회사 한우리크라우드대부,20201230,핀테크혁신실,"기관주의, 과태료 240만원 부과",주의 1명,첨부파일,201900464_01_㈜한우리크라우드대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900464_01_%E3%88%9C%ED%95%9C%EC%9A%B0%EB%A6%AC%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9C%EB%8C%80%EB%B6%80.pdf
201900446,1,주식회사 프리펀딩대부,20201230,핀테크혁신실,"기관주의, 과태료 240만원 부과",주의 1명,첨부파일,201900446_01_㈜프리펀딩대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900446_01_%E3%88%9C%ED%94%84%EB%A6%AC%ED%8E%80%EB%94%A9%EB%8C%80%EB%B6%80.pdf
201900434,1,주식회사 통일자산관리대부,20201230,핀테크혁신실,과태료 40만원 부과,퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900434_01_㈜통일자산관리대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900434_01_%E3%88%9C%ED%86%B5%EC%9D%BC%EC%9E%90%EC%82%B0%EA%B4%80%EB%A6%AC%EB%8C%80%EB%B6%80.pdf
201900351,1,에이치엔펀딩대부 주식회사,20201230,핀테크혁신실,과태료 240만원 부과,퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900351_01_에이치엔펀딩대부㈜.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900351_01_%EC%97%90%EC%9D%B4%EC%B9%98%EC%97%94%ED%8E%80%EB%94%A9%EB%8C%80%EB%B6%80%E3%88%9C.pdf
201900287,1,주식회사 미라클핀테크대부,20201230,핀테크혁신실,"기관주의, 과태료 40만원 부과",주의 1명,첨부파일,201900287_01_㈜미라클핀테크대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900287_01_%E3%88%9C%EB%AF%B8%EB%9D%BC%ED%81%B4%ED%95%80%ED%85%8C%ED%81%AC%EB%8C%80%EB%B6%80.pdf
201900253,1,더줌대부금융 주식회사,20201230,핀테크혁신실,"기관주의, 과태료 20만원 부과",퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900253_01_더줌대부금융.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900253_01_%EB%8D%94%EC%A4%8C%EB%8C%80%EB%B6%80%EA%B8%88%EC%9C%B5.pdf
201900451,1,핀테크인베스트먼트대부 주식회사,20201230,핀테크혁신실,"기관주의, 과태료 240만원 부과",퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900451_01_핀테크인베스트먼트대부㈜.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900451_01_%ED%95%80%ED%85%8C%ED%81%AC%EC%9D%B8%EB%B2%A0%EC%8A%A4%ED%8A%B8%EB%A8%BC%ED%8A%B8%EB%8C%80%EB%B6%80%E3%88%9C.pdf
201900416,1,(주)천사크라우드대부,20201230,핀테크혁신실,"기관주의, 과태료 240만원 부과",주의 1명,첨부파일,201900416_01_㈜천사크라우드대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900416_01_%E3%88%9C%EC%B2%9C%EC%82%AC%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9C%EB%8C%80%EB%B6%80.pdf
201900369,1,오리펀드대부 주식회사,20201230,핀테크혁신실,과태료 240만원 부과,퇴직자 위법·부당사항(주의상당) 2명,첨부파일,201900369_01_오리펀드대부㈜.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900369_01_%EC%98%A4%EB%A6%AC%ED%8E%80%EB%93%9C%EB%8C%80%EB%B6%80%E3%88%9C.pdf
201900286,1,주식회사 미드레이트대부,20201230,핀테크혁신실,"기관주의, 과태료 40만원 부과",주의 1명,첨부파일,201900286_01_㈜미드레이트대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900286_01_%E3%88%9C%EB%AF%B8%EB%93%9C%EB%A0%88%EC%9D%B4%ED%8A%B8%EB%8C%80%EB%B6%80.pdf
201900311,1,주식회사 슈펙스펀드대부,20201230,핀테크혁신실,과태료 140만원 부과,퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900311_01_㈜슈펙스펀드대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900311_01_%E3%88%9C%EC%8A%88%ED%8E%99%EC%8A%A4%ED%8E%80%EB%93%9C%EB%8C%80%EB%B6%80.pdf
201900412,1,주식회사 티페이대부,20201230,핀테크혁신실,과태료 100만원 부과,퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900412_01_㈜티페이대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900412_01_%E3%88%9C%ED%8B%B0%ED%8E%98%EC%9D%B4%EB%8C%80%EB%B6%80.pdf
201900256,1,주식회사 더하이원크라우드대부,20201229,핀테크혁신실,등록취소 및 과태료 240만원 부과,퇴직자 위법·부당사항(주의상당) 1명,첨부파일,201900256_01_㈜더하이원크라우드대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900256_01_%E3%88%9C%EB%8D%94%ED%95%98%EC%9D%B4%EC%9B%90%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9C%EB%8C%80%EB%B6%80.pdf
201900445,1,주식회사 폴라리스대부,20201229,핀테크혁신실,등록취소 및 과태료 240만원 부과,주의 1명,첨부파일,201900445_01_㈜폴라리스대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900445_01_%E3%88%9C%ED%8F%B4%EB%9D%BC%EB%A6%AC%EC%8A%A4%EB%8C%80%EB%B6%80.pdf
201900436,1,주식회사 투피엠대부,20201229,핀테크혁신실,등록취소 및 과태료 240만원 부과,주의 1명,첨부파일,201900436_01_㈜투피엠대부.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900436_01_%E3%88%9C%ED%88%AC%ED%94%BC%EC%97%A0%EB%8C%80%EB%B6%80.pdf
201901103,1,팝펀딩소셜대부 주식회사,20201203,핀테크혁신실,임원 제재대상,퇴직자 위법·부당사항(문책경고 상당) 1명,퇴직자 위법·부당사항(감봉3월 상당)1명,201901103_01_(팝펀딩소셜대부)제재내용 공개안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201901103_01_%28%ED%8C%9D%ED%8E%80%EB%94%A9%EC%86%8C%EC%85%9C%EB%8C%80%EB%B6%80%29%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88.pdf
201800707,3,우리은행,20200917,IT·핀테크전략국,"기관경고(조치 생략), 과태료 60억 5,000만원","퇴직자 위법부당사항 (주의 상당) 2명(조치 생략),",자율처리 필요사항,201800707_03_20200918 우리은행 경평검사(IT부문) 제재내용 공개안_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800707_03_20200918+%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89+%EA%B2%BD%ED%8F%89%EA%B2%80%EC%82%AC%28IT%EB%B6%80%EB%AC%B8%29+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_fn.pdf
201800707,2,우리은행,20200708,IT·핀테크전략국,"기관경고(조치 생략), 과태료 8,000만원","퇴직자 위법·부당사항 (정직3월 상당) 2명, 감봉3월 1명,",자율처리 필요사항,201800707_02_우리은행_경평검사(IT검사)결과_제재내용공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800707_02_%EC%9A%B0%EB%A6%AC%EC%9D%80%ED%96%89_%EA%B2%BD%ED%8F%89%EA%B2%80%EC%82%AC%28IT%EA%B2%80%EC%82%AC%29%EA%B2%B0%EA%B3%BC_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201900580,1,한화투자증권주식회사,20200630,IT·핀테크전략국,과태료 54백만원 부과,주의 1명,자율처리 필요사항 통보,201900580_01_한화투자증권 제재내용 공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900580_01_%ED%95%9C%ED%99%94%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.pdf
201900698,1,SK증권주식회사,20200409,IT·핀테크전략국,"과태료 2,400만원",2명,첨부파일,201900698_01_SK증권 제재내용 공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900698_01_SK%EC%A6%9D%EA%B6%8C+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.pdf
201606040,2,하나은행,20200210,IT·핀테크전략국,임원 제재대상,직원 제재대상,자율처리필요사항 1건,201606040_02_20200217_하나은행_제재공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201606040_02_20200217_%ED%95%98%EB%82%98%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.pdf
201900206,1,수협은행,20191126,IT·핀테크전략국,"과태료(3,000만원)",직원 제재대상,자율처리필요사항,201900206_01_20191205 수협은행 제재내용 공개안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900206_01_20191205+%EC%88%98%ED%98%91%EC%9D%80%ED%96%89+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88.pdf
201900523,1,에이비엘생명보험주식회사,20191028,IT·핀테크전략국,과태료 30백만원,"주의 1명, 퇴직자 위법·부당사항(주의상당) 1명",자율처리 필요사항 통보,201900523_01_제재 내용 공개안_에이비엘생명보험_공개F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201900523_01_%EC%A0%9C%EC%9E%AC+%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_%EC%97%90%EC%9D%B4%EB%B9%84%EC%97%98%EC%83%9D%EB%AA%85%EB%B3%B4%ED%97%98_%EA%B3%B5%EA%B0%9CF.pdf
201800951,1,주식회사KB손해보험,20190717,IT·핀테크전략국,과태료 2400만원,퇴직자 위법사실 통보 1건(주의수준),첨부파일,201800951_01_KB손보 문책 등 공개.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800951_01_KB%EC%86%90%EB%B3%B4+%EB%AC%B8%EC%B1%85+%EB%93%B1+%EA%B3%B5%EA%B0%9C.hwp
201800925,1,네이버㈜,20190717,IT·핀테크전략국,"과태료(3,000만원)",직원 제재대상,"주의 1명, 퇴직자 위법사실 통지(주의수준) 1명",201800925_01_네이버_제재내용_공개안_FN.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800925_01_%EB%84%A4%EC%9D%B4%EB%B2%84_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C%EC%95%88_FN.pdf
201710930,1,한국스탠다드차타드은행,20190703,IT·핀테크전략국,"과태료(2,000만원)",직원 제재대상,자율처리필요사항,201710930_01_190705_한국스탠다드차타드은행_제재내용_공개안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201710930_01_190705_%ED%95%9C%EA%B5%AD%EC%8A%A4%ED%83%A0%EB%8B%A4%EB%93%9C%EC%B0%A8%ED%83%80%EB%93%9C%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C%EC%95%88.pdf
201800500,1,KB증권주식회사,20190419,IT·핀테크전략국,"기관주의, 과태료(7,200만원)",주의 2명,"퇴직자 위법부당사항(면직상당) 통보 1명, 견책 2명, 주의 3명, 퇴직자 위법부당사항(주의상당) 통보 2명",201800500_01_KB증권_제재내용 공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800500_01_KB%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201800496,1,미래에셋생명보험주식회사,20190308,IT·핀테크전략국,과태료 30백만원,"주의 1명, 퇴직자 위법사실 통지 1명",자율처리 필요사항 통보,201800496_01_20180308_미래에셋생명보험_제재내용 공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800496_01_20180308_%EB%AF%B8%EB%9E%98%EC%97%90%EC%85%8B%EC%83%9D%EB%AA%85%EB%B3%B4%ED%97%98_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C.hwp
201800300,1,㈜모아정보기술,20181212,IT·핀테크전략국,"과징금(1,500만원)","주의적경고 1명, 주의 1명",첨부파일,201800300_01_모아정보기술_제재내용 공개안_FN.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800300_01_%EB%AA%A8%EC%95%84%EC%A0%95%EB%B3%B4%EA%B8%B0%EC%88%A0_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_FN.pdf
201800102,1,상호저축은행중앙회,20181212,IT·핀테크전략국,"문책사항 1건, 과태료(3,000만원), 기관주의",직원 제재대상,"견책 1명, 주의 1명, 퇴직자 위법사실 통지(주의수준) 1명",201800102_01_제재내용_공개안_상호저축은행중앙회.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800102_01_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C%EC%95%88_%EC%83%81%ED%98%B8%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89%EC%A4%91%EC%95%99%ED%9A%8C.pdf
201800178,1,㈜카카오,20181128,IT·핀테크전략국,"문책사항 1건, 과태료(3,000만원)",퇴직자 위법사실 통지(주의수준) 1명,주의 1명,201800178_01_제재내용_공개안_카카오.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800178_01_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C%EC%95%88_%EC%B9%B4%EC%B9%B4%EC%98%A4.pdf
201800306,1,삼성생명보험주식회사,20181127,IT·핀테크전략국,과태료 (30백만원) 부과,주의 1명,자율처리필요사항,201800306_01_181207_삼성생명 제재내용 공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201800306_01_181207_%EC%82%BC%EC%84%B1%EC%83%9D%EB%AA%85+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C.hwp
201710500,1,보험개발원,20180918,IT·핀테크전략국,"문책 및 자율처리필요사항 1건, 과태료 3,000만원","주의 1명, 퇴직자위법사실통보(주의수준) 1명",자율처리필요사항 통보,201710500_01_보험개발원 문책 등 공개_F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201710500_01_%EB%B3%B4%ED%97%98%EA%B0%9C%EB%B0%9C%EC%9B%90+%EB%AC%B8%EC%B1%85+%EB%93%B1+%EA%B3%B5%EA%B0%9C_F.hwp
201706340,1,광주은행,20180918,IT·핀테크전략국,"문책 및 자율처리필요사항 1건, 기관주의, 과태료 2,800만원",직원 제재대상,첨부파일,201706340_01_광주은행_제재내용 공개안F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201706340_01_%EA%B4%91%EC%A3%BC%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88F.hwp
201710580,1,엔에이치엔한국사이버결제㈜,20180614,IT·핀테크전략국,"과태료(3,000만원)",직원 제재대상,주의 1명,201710580_01_엔에이치엔한국사이버결제_제재내용 공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201710580_01_%EC%97%94%EC%97%90%EC%9D%B4%EC%B9%98%EC%97%94%ED%95%9C%EA%B5%AD%EC%82%AC%EC%9D%B4%EB%B2%84%EA%B2%B0%EC%A0%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201710590,1,㈜다날,20180614,IT·핀테크전략국,"과태료(3,000만원)",직원 제재대상,주의 1명,201710590_01_다날_제재내용 공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201710590_01_%EB%8B%A4%EB%82%A0_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201703670,1,효성캐피탈주식회사,20180504,IT·핀테크전략국,"기관주의, 과태료 3,000만원",주의 1명,견책 1명,201703670_01_효성캐피탈_제재내용 공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201703670_01_%ED%9A%A8%EC%84%B1%EC%BA%90%ED%94%BC%ED%83%88_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201705710,1,㈜페이게이트,20180504,IT·핀테크전략국,"기관주의, 과태료 3,000만원","주의 1명, 주의적경고 1명",첨부파일,201705710_01_페이게이트_제재내용 공개안_F.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201705710_01_%ED%8E%98%EC%9D%B4%EA%B2%8C%EC%9D%B4%ED%8A%B8_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_F.pdf
201707850,1,유진투자선물주식회사,20180329,IT·핀테크전략국,"기관주의, 과태료 4,000만원",주의적경고 1명,감봉 3월 1명,201707850_01_유진투자선물_제재내용 공개.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201707850_01_%EC%9C%A0%EC%A7%84%ED%88%AC%EC%9E%90%EC%84%A0%EB%AC%BC_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.hwp
201703040,1,삼성생명보험주식회사,20180223,IT·핀테크전략국,기관주의,"견책 1명, 주의 1명",첨부파일,201703040_01_180223_삼성생명 제재내용 공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201703040_01_180223_%EC%82%BC%EC%84%B1%EC%83%9D%EB%AA%85+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C.hwp
201701950,1,(주)청호이지캐쉬,20180122,IT·금융정보보호단,"기관경고, 과태료 5,000만원",주의적경고 1명,퇴직자위법사실 통지 1명(감봉 3월 수준),201701950_01_청호이지캐쉬_제재내용 공개안_FN.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201701950_01_%EC%B2%AD%ED%98%B8%EC%9D%B4%EC%A7%80%EC%BA%90%EC%89%AC_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88_FN.pdf
201703730,1,흥국생명보험주식회사,20180122,IT·핀테크전략국,"문책 및 자율처리필요사항 1건, 과태료 3,000만원","문책 및 자율처리필요사항(주의) 2명,퇴직자위법사실통보(주의수준) 1명",자율처리필요사항 통보,201703730_01_흥국생명 문책 등 공개F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201703730_01_%ED%9D%A5%EA%B5%AD%EC%83%9D%EB%AA%85+%EB%AC%B8%EC%B1%85+%EB%93%B1+%EA%B3%B5%EA%B0%9CF.hwp
201706060,1,흥국화재해상보험주식회사,20180122,IT·금융정보보호단,"문책 및 자율처리필요사항 1건, 과태료 3,000만원","문책 및 자율처리필요사항(주의) 1명, 퇴직자위법사실통보(주의수준) 2명",자율처리필요사항 통보,201706060_01_흥국화재 문책 등 공개_F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201706060_01_%ED%9D%A5%EA%B5%AD%ED%99%94%EC%9E%AC+%EB%AC%B8%EC%B1%85+%EB%93%B1+%EA%B3%B5%EA%B0%9C_F.hwp
201701511,1,현대해상화재보험,20171229,IT·금융정보보호단,"문책 및 자율처리필요사항 2건, 과태료 5,750만원",퇴직자위법사실 통보(주의수준) 1명,자율처리필요사항 통보,201701511_01_현대해상 제재내용 공개_F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201701511_01_%ED%98%84%EB%8C%80%ED%95%B4%EC%83%81+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C_F.hwp
201608810,1,㈜페이게이트,20171228,IT·금융정보보호단,"과태료(2,700만원)",주의 1명,첨부파일,201608810_01_제재내용_공개안_페이게이트.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201608810_01_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C%EC%95%88_%ED%8E%98%EC%9D%B4%EA%B2%8C%EC%9D%B4%ED%8A%B8.pdf
201703460,1,한국씨티은행,20171219,IT·금융정보보호단,"과태료 4,000만원",직원 제재대상,"퇴직자위법사실통지 1명(주의상당), 자율처리필요사항 통보",201703460_01_씨티은행_제재내용 공개안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201703460_01_%EC%94%A8%ED%8B%B0%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C%EC%95%88.pdf
201700820,1,미래에셋대우주식회사,20170904,IT·금융정보보호단,"과태료 5,000만원",주의 2명,자율처리 필요사항 2건,201700820_01_미래에셋대우 제재내용 공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201700820_01_%EB%AF%B8%EB%9E%98%EC%97%90%EC%85%8B%EB%8C%80%EC%9A%B0+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.pdf
201703190,1,동부생명보험,20170808,IT·금융정보보호단,"과태료 2,500만원",직원 제재대상,주의 1명,201703190_01_동부생명 제재내용 공개.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201703190_01_%EB%8F%99%EB%B6%80%EC%83%9D%EB%AA%85+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.hwp
